transaction_id,account_id,transaction_type,merchant_name,transaction_amount,transaction_status,transaction_timestamp,decline_reason
TXN00002909,ACC0000697,TRANSFER,Myntra,46962.62,APPROVED,2026-04-04 18:21:48.036829,
TXN00002910,CARD000011,PURCHASE,IRCTC,53933.19,APPROVED,2026-07-01 01:44:48.036829,
TXN00002911,CARD000088,PURCHASE,Uber,21194.21,APPROVED,2026-04-18 17:45:48.036829,
TXN00002912,CARD000262,PURCHASE,DMart,20546.0,DECLINED,2026-05-14 08:21:48.036829,SUSPECTED_FRAUD
TXN00002913,CARD000031,PURCHASE,Flipkart,61071.75,APPROVED,2026-04-25 19:42:48.036829,
TXN00002914,ACC0000567,PAYMENT,Flipkart,36692.94,APPROVED,2026-05-17 07:07:48.036829,
TXN00002915,CARD000116,PURCHASE,DMart,68059.41,APPROVED,2026-07-14 00:14:48.036829,
TXN00002916,ACC0000295,WITHDRAWAL,BookMyShow,57800.59,APPROVED,2026-05-12 09:01:48.036829,
TXN00002917,CARD000200,PURCHASE,BookMyShow,8747.44,APPROVED,2026-04-06 23:05:48.036829,
TXN00002918,CARD000021,PURCHASE,IRCTC,71689.88,DECLINED,2026-03-29 15:00:48.036829,CARD_BLOCKED
TXN00002919,ACC0000201,PAYMENT,Swiggy,65562.87,APPROVED,2026-05-03 02:49:48.036829,
TXN00002920,CARD000257,PURCHASE,DMart,19177.53,APPROVED,2026-05-04 10:21:48.036829,
TXN00002921,CARD000262,PURCHASE,Ola,34413.41,APPROVED,2026-07-16 21:09:48.036829,
TXN00002922,ACC0000374,PAYMENT,Tata CLiQ,610.24,PENDING,2026-04-03 20:31:48.036829,
TXN00002923,ACC0000231,PAYMENT,Zomato,27447.9,APPROVED,2026-04-27 17:24:48.036829,
TXN00002924,CARD000153,PURCHASE,Ola,74583.53,APPROVED,2026-07-21 01:00:48.036829,
TXN00002925,CARD000015,PURCHASE,Croma,67118.93,APPROVED,2026-06-17 04:30:48.036829,
TXN00002926,ACC0000399,DEPOSIT,Zomato,5074.87,APPROVED,2026-07-11 04:00:48.036829,
TXN00002927,ACC0000001,TRANSFER,Croma,37127.06,APPROVED,2026-07-09 05:58:48.036829,
TXN00002928,ACC0000171,PAYMENT,Nykaa,46651.64,APPROVED,2026-07-02 14:51:48.036829,
TXN00002929,CARD000237,PURCHASE,Tata CLiQ,55487.48,APPROVED,2026-06-10 17:38:48.036829,
TXN00002930,ACC0000230,DEPOSIT,IRCTC,25562.96,DECLINED,2026-07-19 18:07:48.036829,DAILY_LIMIT_EXCEEDED
TXN00002931,ACC0000692,TRANSFER,Tata CLiQ,53003.46,APPROVED,2026-05-21 14:25:48.036829,
TXN00002932,ACC0000357,DEPOSIT,Flipkart,18479.54,APPROVED,2026-04-06 08:15:48.036829,
TXN00002933,ACC0000481,PAYMENT,Amazon India,59373.85,DECLINED,2026-06-04 19:31:48.036829,SUSPECTED_FRAUD
TXN00002934,ACC0000073,PURCHASE,Tata CLiQ,9414.74,APPROVED,2026-04-23 06:37:48.036829,
TXN00002935,CARD000166,PURCHASE,Myntra,11213.37,APPROVED,2026-05-09 10:25:48.036829,
TXN00002936,CARD000115,PURCHASE,IRCTC,51828.34,APPROVED,2026-03-28 13:05:48.036829,
TXN00002937,CARD000165,PURCHASE,Uber,73058.38,APPROVED,2026-07-11 14:39:48.036829,
TXN00002938,ACC0000159,DEPOSIT,Swiggy,10889.01,DECLINED,2026-07-07 01:45:48.036829,ACCOUNT_FROZEN
TXN00002939,CARD000234,PURCHASE,Amazon India,55264.36,APPROVED,2026-05-12 01:39:48.036829,
TXN00002940,ACC0000128,PURCHASE,Flipkart,25436.11,DECLINED,2026-05-11 22:02:48.036829,DAILY_LIMIT_EXCEEDED
TXN00002941,CARD000253,PURCHASE,BigBasket,47202.45,APPROVED,2026-04-23 01:42:48.036829,
TXN00002942,ACC0000241,WITHDRAWAL,Jio Recharge,11527.33,APPROVED,2026-05-13 23:03:48.036829,
TXN00002943,ACC0000497,PAYMENT,Uber,59675.79,APPROVED,2026-07-25 12:29:48.036829,
TXN00002944,ACC0000338,PAYMENT,Tata CLiQ,32705.41,APPROVED,2026-07-14 23:10:48.036829,
TXN00002945,CARD000257,PURCHASE,Tata CLiQ,47123.5,APPROVED,2026-06-05 06:03:48.036829,
TXN00002946,CARD000176,PURCHASE,MakeMyTrip,38815.33,APPROVED,2026-04-23 03:29:48.036829,
TXN00002947,ACC0000568,TRANSFER,Reliance Digital,20025.38,APPROVED,2026-06-04 12:25:48.036829,
TXN00002948,ACC0000253,WITHDRAWAL,Zomato,15704.34,APPROVED,2026-05-26 01:36:48.036829,
TXN00002949,CARD000013,PURCHASE,Ola,47885.59,PENDING,2026-06-07 23:23:48.036829,
TXN00002950,ACC0000578,WITHDRAWAL,BookMyShow,39787.75,APPROVED,2026-07-04 08:00:48.036829,
TXN00002951,ACC0000221,PURCHASE,MakeMyTrip,30745.47,APPROVED,2026-06-30 14:59:48.036829,
TXN00002952,CARD000211,PURCHASE,DMart,65095.6,APPROVED,2026-05-13 00:06:48.036829,
TXN00002953,ACC0000076,WITHDRAWAL,Swiggy,18541.37,APPROVED,2026-05-20 02:55:48.036829,
TXN00002954,CARD000067,PURCHASE,Jio Recharge,7682.69,APPROVED,2026-06-13 20:55:48.036829,
TXN00002955,ACC0000007,WITHDRAWAL,Zomato,62477.53,APPROVED,2026-05-19 01:59:48.036829,
TXN00002956,ACC0000643,DEPOSIT,Swiggy,63007.98,APPROVED,2026-05-03 22:40:48.036829,
TXN00002957,CARD000167,PURCHASE,IRCTC,6601.12,APPROVED,2026-05-08 14:37:48.036829,
TXN00002958,ACC0000053,WITHDRAWAL,Ola,28507.65,APPROVED,2026-07-26 07:48:48.036829,
TXN00002959,CARD000081,PURCHASE,Tata CLiQ,58117.9,APPROVED,2026-06-18 16:36:48.036829,
TXN00002960,CARD000138,PURCHASE,Zomato,58544.48,APPROVED,2026-04-11 14:18:48.036829,
TXN00002961,ACC0000410,PAYMENT,BigBasket,52830.97,APPROVED,2026-06-04 17:52:48.036829,
TXN00002962,ACC0000092,DEPOSIT,BigBasket,73096.31,APPROVED,2026-06-14 04:47:48.036829,
TXN00002963,ACC0000278,PURCHASE,Flipkart,47926.34,APPROVED,2026-07-07 23:12:48.036829,
TXN00002964,ACC0000427,TRANSFER,BigBasket,41569.55,APPROVED,2026-04-29 23:31:48.036829,
TXN00002965,ACC0000325,TRANSFER,Amazon India,21535.62,APPROVED,2026-07-08 07:07:48.036829,
TXN00002966,ACC0000571,WITHDRAWAL,Zomato,20016.52,APPROVED,2026-06-23 06:51:48.036829,
TXN00002967,ACC0000045,PURCHASE,DMart,55871.4,APPROVED,2026-04-04 12:22:48.036829,
TXN00002968,CARD000033,PURCHASE,Apollo Pharmacy,45424.26,APPROVED,2026-05-29 08:16:48.036829,
TXN00002969,ACC0000119,TRANSFER,IRCTC,367.35,APPROVED,2026-07-22 15:37:48.036829,
TXN00002970,CARD000086,PURCHASE,Flipkart,2539.65,APPROVED,2026-04-24 03:01:48.036829,
TXN00002971,CARD000144,PURCHASE,MakeMyTrip,61159.51,APPROVED,2026-04-06 21:46:48.036829,
TXN00002972,CARD000208,PURCHASE,Apollo Pharmacy,44690.87,APPROVED,2026-05-13 06:10:48.036829,
TXN00002973,CARD000230,PURCHASE,BookMyShow,1997.05,APPROVED,2026-05-20 10:46:48.036829,
TXN00002974,ACC0000387,PURCHASE,BookMyShow,1734.41,APPROVED,2026-07-18 06:00:48.036829,
TXN00002975,ACC0000610,PURCHASE,MakeMyTrip,36466.68,PENDING,2026-05-09 11:05:48.036829,
TXN00002976,CARD000124,PURCHASE,IRCTC,23670.69,APPROVED,2026-05-30 17:16:48.036829,
TXN00002977,ACC0000255,PURCHASE,IRCTC,17109.81,APPROVED,2026-06-11 00:37:48.036829,
TXN00002978,ACC0000417,PAYMENT,Amazon India,67048.14,APPROVED,2026-04-15 13:46:48.036829,
TXN00002979,CARD000056,PURCHASE,Jio Recharge,46475.8,DECLINED,2026-05-05 20:32:48.036829,INSUFFICIENT_CREDIT_LIMIT
TXN00002980,CARD000196,PURCHASE,BookMyShow,3390.91,APPROVED,2026-07-11 17:36:48.036829,
TXN00002981,ACC0000352,PAYMENT,Swiggy,6863.43,APPROVED,2026-05-30 18:20:48.036829,
TXN00002982,ACC0000616,DEPOSIT,Croma,32065.98,APPROVED,2026-04-13 19:12:48.036829,
TXN00002983,ACC0000342,WITHDRAWAL,Croma,23730.76,APPROVED,2026-04-25 07:40:48.036829,
TXN00002984,ACC0000685,DEPOSIT,Croma,28860.87,APPROVED,2026-05-13 11:51:48.036829,
TXN00002985,CARD000228,PURCHASE,Flipkart,16446.92,APPROVED,2026-06-28 11:34:48.036829,
TXN00002986,CARD000129,PURCHASE,Zomato,20896.39,APPROVED,2026-04-19 11:45:48.036829,
TXN00002987,CARD000247,PURCHASE,Nykaa,69994.04,APPROVED,2026-05-25 18:39:48.036829,
TXN00002988,CARD000164,PURCHASE,BookMyShow,15538.77,APPROVED,2026-05-01 18:27:48.036829,
TXN00002989,CARD000234,PURCHASE,IRCTC,10528.91,APPROVED,2026-06-04 04:38:48.036829,
TXN00002990,CARD000139,PURCHASE,Amazon India,13125.62,APPROVED,2026-03-27 14:05:48.036829,
TXN00002991,ACC0000031,PAYMENT,BookMyShow,9240.45,APPROVED,2026-06-30 15:36:48.036829,
TXN00002992,ACC0000165,PURCHASE,Uber,827.23,APPROVED,2026-04-03 07:06:48.036829,
TXN00002993,CARD000184,PURCHASE,Swiggy,66065.15,APPROVED,2026-05-22 02:54:48.036829,
TXN00002994,CARD000079,PURCHASE,Myntra,1343.27,APPROVED,2026-04-14 18:43:48.036829,
TXN00002995,ACC0000128,TRANSFER,Croma,70776.23,APPROVED,2026-07-02 09:33:48.036829,
TXN00002996,ACC0000566,TRANSFER,Amazon India,57505.91,APPROVED,2026-05-16 23:18:48.036829,
TXN00002997,CARD000120,PURCHASE,Tata CLiQ,60103.81,APPROVED,2026-07-01 21:12:48.036829,
TXN00002998,ACC0000425,TRANSFER,Zomato,5801.05,APPROVED,2026-07-24 02:45:48.036829,
TXN00002999,CARD000224,PURCHASE,MakeMyTrip,52379.87,APPROVED,2026-06-28 20:56:48.036829,
TXN00003000,ACC0000364,WITHDRAWAL,Reliance Digital,28027.65,APPROVED,2026-07-15 17:11:48.036829,
TXN00003001,CARD000151,PURCHASE,Uber,49421.03,APPROVED,2026-07-15 17:03:48.036829,
TXN00003002,CARD000181,PURCHASE,Flipkart,26651.45,APPROVED,2026-04-14 19:54:48.036829,
TXN00003003,ACC0000263,TRANSFER,IRCTC,47971.0,APPROVED,2026-03-28 22:24:48.036829,
TXN00003004,CARD000251,PURCHASE,Reliance Digital,31205.48,APPROVED,2026-04-13 12:18:48.036829,
TXN00003005,ACC0000221,DEPOSIT,BigBasket,31694.38,APPROVED,2026-07-22 13:18:48.036829,
TXN00003006,CARD000119,PURCHASE,MakeMyTrip,27108.3,APPROVED,2026-06-01 09:32:48.036829,
TXN00003007,CARD000161,PURCHASE,Jio Recharge,11716.33,APPROVED,2026-06-08 17:54:48.036829,
TXN00003008,ACC0000393,PAYMENT,Swiggy,38154.95,APPROVED,2026-04-20 05:30:48.036829,
TXN00003009,ACC0000633,PURCHASE,MakeMyTrip,46091.97,APPROVED,2026-03-28 13:24:48.036829,
TXN00003010,ACC0000640,PURCHASE,Tata CLiQ,38696.1,APPROVED,2026-05-21 07:08:48.036829,
TXN00003011,ACC0000037,TRANSFER,Jio Recharge,32675.98,DECLINED,2026-05-31 04:29:48.036829,ACCOUNT_FROZEN
TXN00003012,CARD000258,PURCHASE,Apollo Pharmacy,7452.31,APPROVED,2026-05-25 07:12:48.036829,
TXN00003013,CARD000228,PURCHASE,Jio Recharge,44265.86,APPROVED,2026-04-21 13:15:48.036829,
TXN00003014,CARD000164,PURCHASE,Swiggy,36145.0,APPROVED,2026-07-12 03:59:48.036829,
TXN00003015,ACC0000464,DEPOSIT,Apollo Pharmacy,50015.62,APPROVED,2026-07-23 10:12:48.036829,
TXN00003016,ACC0000507,TRANSFER,Flipkart,27330.5,DECLINED,2026-05-27 04:42:48.036829,DAILY_LIMIT_EXCEEDED
TXN00003017,CARD000153,PURCHASE,Amazon India,51910.44,APPROVED,2026-07-18 23:23:48.036829,
TXN00003018,ACC0000554,DEPOSIT,Apollo Pharmacy,50544.0,DECLINED,2026-04-28 08:28:48.036829,SUSPECTED_FRAUD
TXN00003019,ACC0000535,PAYMENT,Tata CLiQ,49739.03,APPROVED,2026-03-29 06:17:48.036829,
TXN00003020,ACC0000410,TRANSFER,Myntra,48579.1,APPROVED,2026-05-10 05:04:48.036829,
TXN00003021,CARD000255,PURCHASE,BigBasket,53549.53,APPROVED,2026-05-11 01:40:48.036829,
TXN00003022,ACC0000682,WITHDRAWAL,Flipkart,22648.29,APPROVED,2026-07-16 09:15:48.036829,
TXN00003023,ACC0000409,TRANSFER,Croma,19644.08,APPROVED,2026-05-05 05:53:48.036829,
TXN00003024,ACC0000497,PURCHASE,Jio Recharge,47035.5,APPROVED,2026-07-12 14:58:48.036829,
TXN00003025,ACC0000134,DEPOSIT,BookMyShow,71576.84,APPROVED,2026-04-27 17:16:48.036829,
TXN00003026,CARD000126,PURCHASE,Swiggy,10631.21,APPROVED,2026-07-17 05:58:48.036829,
TXN00003027,ACC0000257,WITHDRAWAL,DMart,62167.72,APPROVED,2026-06-22 09:39:48.036829,
TXN00003028,ACC0000176,PAYMENT,Reliance Digital,16370.2,APPROVED,2026-05-25 09:10:48.036829,
TXN00003029,ACC0000038,WITHDRAWAL,Reliance Digital,21055.28,APPROVED,2026-04-05 18:28:48.036829,
TXN00003030,CARD000140,PURCHASE,Uber,64730.2,APPROVED,2026-07-23 23:39:48.036829,
TXN00003031,CARD000274,PURCHASE,Uber,31891.39,APPROVED,2026-05-24 14:37:48.036829,
TXN00003032,CARD000018,PURCHASE,Flipkart,61407.56,APPROVED,2026-07-20 10:54:48.036829,
TXN00003033,ACC0000209,TRANSFER,Myntra,49718.46,APPROVED,2026-03-28 21:57:48.036829,
TXN00003034,ACC0000576,WITHDRAWAL,Jio Recharge,63583.82,APPROVED,2026-04-09 07:12:48.036829,
TXN00003035,ACC0000438,PAYMENT,Zomato,72188.26,APPROVED,2026-04-18 19:53:48.036829,
TXN00003036,CARD000241,PURCHASE,Apollo Pharmacy,66534.34,DECLINED,2026-07-06 16:37:48.036829,MERCHANT_NOT_SUPPORTED
TXN00003037,CARD000046,PURCHASE,BookMyShow,9374.32,APPROVED,2026-07-13 18:05:48.036829,
TXN00003038,ACC0000050,DEPOSIT,MakeMyTrip,22110.6,APPROVED,2026-07-25 04:27:48.036829,
TXN00003039,CARD000122,PURCHASE,IRCTC,18206.49,DECLINED,2026-06-05 19:37:48.036829,CARD_BLOCKED
TXN00003040,CARD000250,PURCHASE,Croma,66076.55,APPROVED,2026-06-04 13:04:48.036829,
TXN00003041,ACC0000457,PAYMENT,Amazon India,48858.14,APPROVED,2026-03-29 00:23:48.036829,
TXN00003042,CARD000242,PURCHASE,BigBasket,12477.09,APPROVED,2026-04-08 15:00:48.036829,
TXN00003043,ACC0000273,TRANSFER,IRCTC,60125.26,PENDING,2026-06-17 16:21:48.036829,
TXN00003044,ACC0000052,WITHDRAWAL,Tata CLiQ,32282.12,APPROVED,2026-04-06 09:34:48.036829,
TXN00003045,CARD000058,PURCHASE,IRCTC,21926.51,APPROVED,2026-07-02 21:55:48.036829,
TXN00003046,CARD000260,PURCHASE,Reliance Digital,743.01,APPROVED,2026-04-27 00:51:48.036829,
TXN00003047,ACC0000597,PURCHASE,MakeMyTrip,68687.58,APPROVED,2026-03-30 08:16:48.036829,
TXN00003048,ACC0000480,TRANSFER,Jio Recharge,44917.67,APPROVED,2026-05-28 05:53:48.036829,
TXN00003049,CARD000045,PURCHASE,DMart,46714.3,APPROVED,2026-05-30 05:01:48.036829,
TXN00003050,CARD000086,PURCHASE,Amazon India,70525.69,APPROVED,2026-04-23 12:22:48.036829,
TXN00003051,CARD000019,PURCHASE,Uber,14774.21,APPROVED,2026-03-29 22:17:48.036829,
TXN00003052,ACC0000472,PAYMENT,DMart,9278.37,APPROVED,2026-03-29 03:54:48.036829,
TXN00003053,ACC0000608,PURCHASE,Flipkart,25857.21,APPROVED,2026-06-13 02:03:48.036829,
TXN00003054,CARD000161,PURCHASE,Reliance Digital,70251.97,DECLINED,2026-07-07 17:19:48.036829,MERCHANT_NOT_SUPPORTED
TXN00003055,CARD000173,PURCHASE,Flipkart,29813.55,APPROVED,2026-04-25 04:34:48.036829,
TXN00003056,ACC0000375,DEPOSIT,Jio Recharge,46106.55,APPROVED,2026-04-02 22:39:48.036829,
TXN00003057,CARD000164,PURCHASE,Flipkart,48278.83,APPROVED,2026-03-31 02:28:48.036829,
TXN00003058,ACC0000583,PURCHASE,Tata CLiQ,59864.43,APPROVED,2026-04-22 05:35:48.036829,
TXN00003059,ACC0000644,DEPOSIT,Amazon India,39838.45,APPROVED,2026-07-19 19:41:48.036829,
TXN00003060,ACC0000542,WITHDRAWAL,DMart,42135.16,APPROVED,2026-05-25 05:36:48.036829,
TXN00003061,ACC0000558,PAYMENT,Swiggy,56214.17,APPROVED,2026-06-20 09:31:48.036829,
TXN00003062,CARD000134,PURCHASE,Flipkart,40021.12,APPROVED,2026-05-06 19:35:48.036829,
TXN00003063,ACC0000164,WITHDRAWAL,Apollo Pharmacy,33088.98,APPROVED,2026-06-11 18:08:48.036829,
TXN00003064,ACC0000530,PURCHASE,IRCTC,42156.12,APPROVED,2026-03-28 21:01:48.036829,
TXN00003065,CARD000020,PURCHASE,Tata CLiQ,67082.25,APPROVED,2026-06-22 22:50:48.036829,
TXN00003066,CARD000277,PURCHASE,Ola,29971.86,APPROVED,2026-05-27 17:36:48.036829,
TXN00003067,ACC0000026,DEPOSIT,DMart,71175.49,APPROVED,2026-06-15 21:41:48.036829,
TXN00003068,CARD000103,PURCHASE,Nykaa,74688.22,APPROVED,2026-07-21 10:44:48.036829,
TXN00003069,ACC0000376,DEPOSIT,Nykaa,25727.14,APPROVED,2026-05-27 23:06:48.036829,
TXN00003070,CARD000229,PURCHASE,DMart,34854.62,DECLINED,2026-05-21 07:15:48.036829,MERCHANT_NOT_SUPPORTED
TXN00003071,ACC0000524,DEPOSIT,Uber,55240.86,APPROVED,2026-07-25 15:04:48.036829,
TXN00003072,CARD000268,PURCHASE,Croma,16886.17,APPROVED,2026-04-04 15:58:48.036829,
TXN00003073,ACC0000041,TRANSFER,DMart,54276.86,DECLINED,2026-06-26 02:46:48.036829,ACCOUNT_FROZEN
TXN00003074,CARD000017,PURCHASE,Uber,701.48,APPROVED,2026-05-16 14:25:48.036829,
TXN00003075,CARD000220,PURCHASE,Uber,73384.33,APPROVED,2026-07-12 11:59:48.036829,
TXN00003076,ACC0000169,PAYMENT,Jio Recharge,51304.08,APPROVED,2026-05-02 02:03:48.036829,
TXN00003077,ACC0000586,TRANSFER,Uber,71068.73,APPROVED,2026-04-09 12:28:48.036829,
TXN00003078,ACC0000675,PURCHASE,Tata CLiQ,45123.88,APPROVED,2026-04-27 04:44:48.036829,
TXN00003079,ACC0000076,PAYMENT,Jio Recharge,71364.13,APPROVED,2026-06-10 15:58:48.036829,
TXN00003080,ACC0000052,TRANSFER,BigBasket,58871.43,DECLINED,2026-05-16 07:05:48.036829,INSUFFICIENT_FUNDS
TXN00003081,CARD000289,PURCHASE,Amazon India,5031.87,APPROVED,2026-06-06 18:56:48.036829,
TXN00003082,ACC0000083,DEPOSIT,Myntra,27767.4,APPROVED,2026-04-06 10:16:48.036829,
TXN00003083,CARD000145,PURCHASE,Nykaa,62424.41,APPROVED,2026-05-29 19:57:48.036829,
TXN00003084,ACC0000614,WITHDRAWAL,Reliance Digital,8124.42,APPROVED,2026-04-05 12:10:48.036829,
TXN00003085,ACC0000024,DEPOSIT,Jio Recharge,35567.84,APPROVED,2026-07-06 01:33:48.036829,
TXN00003086,CARD000127,PURCHASE,Uber,65341.25,APPROVED,2026-06-01 03:00:48.036829,
TXN00003087,ACC0000502,PAYMENT,Croma,7499.52,APPROVED,2026-07-11 06:01:48.036829,
TXN00003088,CARD000103,PURCHASE,Flipkart,5367.59,APPROVED,2026-05-27 03:30:48.036829,
TXN00003089,ACC0000337,PURCHASE,Zomato,2703.01,APPROVED,2026-06-29 15:07:48.036829,
TXN00003090,ACC0000266,PURCHASE,DMart,53930.2,DECLINED,2026-05-30 13:13:48.036829,INSUFFICIENT_FUNDS
TXN00003091,ACC0000254,DEPOSIT,Nykaa,24923.51,APPROVED,2026-04-15 04:40:48.036829,
TXN00003092,CARD000145,PURCHASE,BookMyShow,37838.99,APPROVED,2026-07-02 23:24:48.036829,
TXN00003093,CARD000094,PURCHASE,Zomato,47513.12,APPROVED,2026-03-31 06:22:48.036829,
TXN00003094,CARD000211,PURCHASE,Myntra,52074.49,APPROVED,2026-06-14 23:11:48.036829,
TXN00003095,CARD000251,PURCHASE,Zomato,44214.66,APPROVED,2026-07-21 13:42:48.036829,
TXN00003096,ACC0000176,PAYMENT,Croma,11350.38,APPROVED,2026-07-02 14:06:48.036829,
TXN00003097,ACC0000288,WITHDRAWAL,Swiggy,66305.39,APPROVED,2026-06-09 10:38:48.036829,
TXN00003098,ACC0000248,PAYMENT,Jio Recharge,31304.35,APPROVED,2026-06-09 13:05:48.036829,
TXN00003099,CARD000017,PURCHASE,IRCTC,18646.4,APPROVED,2026-04-18 01:24:48.036829,
TXN00003100,ACC0000271,DEPOSIT,Croma,33862.18,DECLINED,2026-04-06 12:57:48.036829,ACCOUNT_FROZEN
TXN00003101,ACC0000005,PAYMENT,Jio Recharge,53471.37,APPROVED,2026-05-20 22:01:48.036829,
TXN00003102,ACC0000651,PAYMENT,Amazon India,57139.77,APPROVED,2026-04-09 18:58:48.036829,
TXN00003103,ACC0000084,PAYMENT,DMart,22397.98,PENDING,2026-07-13 15:23:48.036829,
TXN00003104,ACC0000307,PAYMENT,BookMyShow,38514.16,APPROVED,2026-05-17 23:40:48.036829,
TXN00003105,ACC0000307,PURCHASE,MakeMyTrip,61149.06,DECLINED,2026-06-24 06:14:48.036829,INVALID_PIN
TXN00003106,CARD000058,PURCHASE,DMart,8086.05,APPROVED,2026-05-23 10:32:48.036829,
TXN00003107,CARD000047,PURCHASE,Apollo Pharmacy,74216.18,DECLINED,2026-04-29 17:29:48.036829,INSUFFICIENT_CREDIT_LIMIT
TXN00003108,CARD000115,PURCHASE,Zomato,65792.96,APPROVED,2026-05-13 23:49:48.036829,
TXN00003109,CARD000070,PURCHASE,Flipkart,17059.15,APPROVED,2026-07-17 11:30:48.036829,
TXN00003110,CARD000240,PURCHASE,BigBasket,3899.79,DECLINED,2026-07-05 02:45:48.036829,INSUFFICIENT_CREDIT_LIMIT
TXN00003111,CARD000086,PURCHASE,Zomato,50906.53,APPROVED,2026-04-22 00:41:48.036829,
TXN00003112,ACC0000626,PURCHASE,Zomato,13105.63,APPROVED,2026-05-22 02:36:48.036829,
TXN00003113,CARD000027,PURCHASE,MakeMyTrip,15016.41,DECLINED,2026-04-03 11:27:48.036829,EXPIRED_CARD
TXN00003114,CARD000177,PURCHASE,Amazon India,25081.69,APPROVED,2026-06-16 02:36:48.036829,
TXN00003115,ACC0000436,WITHDRAWAL,Nykaa,13738.18,APPROVED,2026-05-05 10:43:48.036829,
TXN00003116,ACC0000486,PURCHASE,Ola,13305.34,APPROVED,2026-04-30 14:49:48.036829,
TXN00003117,ACC0000543,WITHDRAWAL,Flipkart,52014.13,APPROVED,2026-05-01 00:44:48.036829,
TXN00003118,ACC0000251,WITHDRAWAL,MakeMyTrip,64018.63,APPROVED,2026-05-19 04:57:48.036829,
TXN00003119,ACC0000585,WITHDRAWAL,BigBasket,38467.92,APPROVED,2026-06-27 10:01:48.036829,
TXN00003120,CARD000124,PURCHASE,BigBasket,13990.59,APPROVED,2026-06-01 16:37:48.036829,
TXN00003121,ACC0000017,TRANSFER,Amazon India,21502.04,APPROVED,2026-07-10 02:49:48.036829,
TXN00003122,CARD000112,PURCHASE,Amazon India,42888.34,APPROVED,2026-06-13 23:04:48.036829,
TXN00003123,CARD000238,PURCHASE,Swiggy,38374.17,APPROVED,2026-06-15 06:18:48.036829,
TXN00003124,ACC0000138,DEPOSIT,IRCTC,7457.54,APPROVED,2026-04-07 13:58:48.036829,
TXN00003125,ACC0000655,PURCHASE,Jio Recharge,2697.64,APPROVED,2026-07-08 12:27:48.036829,
TXN00003126,ACC0000297,PURCHASE,Tata CLiQ,13876.76,APPROVED,2026-05-07 16:40:48.036829,
TXN00003127,ACC0000117,PAYMENT,MakeMyTrip,54023.8,PENDING,2026-07-13 21:21:48.036829,
TXN00003128,ACC0000351,DEPOSIT,Uber,21665.0,APPROVED,2026-07-15 02:58:48.036829,
TXN00003129,CARD000172,PURCHASE,BookMyShow,50395.78,APPROVED,2026-04-08 19:33:48.036829,
TXN00003130,CARD000187,PURCHASE,Croma,42050.11,APPROVED,2026-04-30 07:08:48.036829,
TXN00003131,ACC0000347,PAYMENT,BigBasket,7475.96,APPROVED,2026-04-11 08:44:48.036829,
TXN00003132,CARD000179,PURCHASE,DMart,74299.11,DECLINED,2026-07-02 17:53:48.036829,CARD_BLOCKED
TXN00003133,CARD000165,PURCHASE,BookMyShow,63550.29,APPROVED,2026-05-04 20:29:48.036829,
TXN00003134,ACC0000555,PAYMENT,DMart,60667.33,APPROVED,2026-07-12 16:32:48.036829,
TXN00003135,CARD000110,PURCHASE,BookMyShow,2263.75,DECLINED,2026-07-07 16:24:48.036829,CARD_BLOCKED
TXN00003136,ACC0000650,DEPOSIT,Zomato,71017.23,APPROVED,2026-03-30 19:20:48.036829,
TXN00003137,CARD000126,PURCHASE,Reliance Digital,44314.31,APPROVED,2026-07-17 22:04:48.036829,
TXN00003138,ACC0000180,TRANSFER,Flipkart,17452.25,APPROVED,2026-05-19 00:30:48.036829,
TXN00003139,CARD000077,PURCHASE,Amazon India,60777.69,APPROVED,2026-05-05 04:03:48.036829,
TXN00003140,CARD000032,PURCHASE,Flipkart,61809.64,DECLINED,2026-06-15 15:27:48.036829,SUSPECTED_FRAUD
TXN00003141,CARD000182,PURCHASE,Croma,58502.86,APPROVED,2026-06-27 18:33:48.036829,
TXN00003142,ACC0000354,TRANSFER,Tata CLiQ,58168.01,APPROVED,2026-06-05 03:02:48.036829,
TXN00003143,CARD000193,PURCHASE,Uber,32992.49,APPROVED,2026-07-11 09:38:48.036829,
TXN00003144,ACC0000100,PAYMENT,Zomato,55457.81,APPROVED,2026-03-31 09:15:48.036829,
TXN00003145,CARD000203,PURCHASE,Zomato,14873.52,APPROVED,2026-06-18 14:41:48.036829,
TXN00003146,ACC0000391,PAYMENT,Apollo Pharmacy,53078.32,DECLINED,2026-05-03 18:46:48.036829,INVALID_PIN
TXN00003147,ACC0000067,WITHDRAWAL,Zomato,63914.37,APPROVED,2026-05-01 09:58:48.036829,
TXN00003148,CARD000228,PURCHASE,Tata CLiQ,31739.92,APPROVED,2026-05-11 22:05:48.036829,
TXN00003149,ACC0000360,DEPOSIT,BookMyShow,4845.42,APPROVED,2026-04-16 11:07:48.036829,
TXN00003150,CARD000038,PURCHASE,Tata CLiQ,53848.65,APPROVED,2026-07-20 04:34:48.036829,
TXN00003151,CARD000113,PURCHASE,Croma,50312.45,APPROVED,2026-04-18 21:02:48.036829,
TXN00003152,CARD000165,PURCHASE,Swiggy,61943.1,APPROVED,2026-05-17 15:31:48.036829,
TXN00003153,CARD000180,PURCHASE,DMart,59290.51,APPROVED,2026-03-27 09:00:48.036829,
TXN00003154,ACC0000443,WITHDRAWAL,Croma,34448.43,APPROVED,2026-06-07 08:08:48.036829,
